nahuatl,spanish
"Niman ijcuac nemiyaj ne ipan mesa tlacuayaj, Jesús oquimijlij: ―Ica tlen melahuac nemechijlia ica semej nemejhuamej nechtemactilis.Yejhua nican tlacuajticaj nohuan.","y cuando estaban sentados a la mesa comiendo, Jesús dijo: --De cierto os digo que uno de vosotros, el que come conmigo, me va a entregar"
Icuac tzicuini yoyolime (inon mitoa galopearoa caxtilancopa) iman on nochtin nenencatzitzintin achi netlalolo ic campa cahuatin. Tla nochtlacatl nimanalo iqui in tzicuinoa queman nian ipan macuili tepoztlamachotiloni ipan otihue ixpan ce xolal quicuitia Santa Mónica. Huan oc tepitzin opanoaloya ipan ce apantli. Ompoyon tlen yocahuaciaque cahuatemo ihuan nenentiuh hasta Ocuila.,"Cuando corrían los animales (lo que se llama galopar en español) entonces todos los peregrinos apresuraban el paso detrás de los caballos. Si toda la gente se apresuraba a correr, a veces para las cinco de la mañana ya íbamos pasando por un pueblo que se llama Santa Mónica. Y en un momento se pasaba sobre un río. Y allí los que se cansaban de andar a caballo se iban a pie hasta Ocuilan."
"Niman ijcuac Jesús ocalac ipan se cajli, on ciegos oquinisihuijquej, niman Jesús oquintlajtoltij: ―¿Nemejhuamej nenquineltocaj ica huelis nemechpajtis?Yejhuamej oquijtojquej: ―Quemaj, toTeco.","Cuando él llegó a la casa, los ciegos vinieron a él.Y Jesús les dijo: --¿Creéis que puedo hacer esto?Ellos dijeron: --Sí, Señor"
Itlanahnamic:,Ingredientes:
"Occeppa quilhui yn Tliltecatzin: ""Auh can tiyauh, can titlamatiuh?"".","Nuevamente le preguntó Tliltecatzin: ""¿Y adónde vas, adónde te diriges?""."
"Ijcon oquichiu para techmacas on teicnelilistli yejhuan oquimprometerohuijlij toachtojtajhuan, niman xquelcahua ichipahuac pacto.",para hacer misericordia con nuestros padres y para acordarse de su santo pacto
"Auh quauhtlapechtli moman in Sant Joseph temimiltitlan tlamellauhyan; tlayxpan yxquichtin mohuicatza in teopixque yn izquican moyetzticate teopixque, yhuan tlahtoque visurrey yhuan oydores yhuan ciudad tlaca alcaldes hordinarios, yxpantzinco mochiuh in conmissario yhuan provincial.","Se puso un estrado de madera a lo largo de las columnas de San José; y enfrente se colocaron todos los religiosos de los varios conventos, así como el señor virrey, los oidores y los alcaldes ordinarios de la ciudad, hallándose también presentes el comisario y el provincial."
tinemizquiah,viviríamos
"¿ Zan ye te yenelli?     Aca zan tlahuanco,      in Ipalnemoani.     ¿ln cuix nelli cuix amo nelli?     ¿ Quen in conitohua ?     In ma oc on nentlamati     in toyollo.","¿Eres tú verdadero, tienes raíz?     Sólo quien todas las cosas domina,     el Dador de la Vida.     ¿Es esto verdad?     ¿Acaso no lo es, como dicen?     ¡Que nuestros corazones     no tengan tormento!"
"Xqueman caquisti tla quitenehuaj ica yejhua oquipix itaj, noso inan, noso on itajhuehuentzitzihuan.No ijqui xqueman caquisti tla quitenehuaj on ijcuac otlacat nion on ijcuac yejhua omic.Ijcon, tej, yejhua para nochipa hueyi tiopixqui quen iConeu Dios.","Sin padre ni madre ni genealogía, no tiene principio de días ni fin de vida; y en esto se asemeja al Hijo de Dios, en que permanece sacerdote para siempre"
Taol uan kuoujelot,Granos
"Niquilnamiqui ihcuac mochihuaya tlatzotzonaltlaixnamiquiliztli;inin ochihuaya imoztlatica in huey ilhuitl, ipan cempoalli chicóme toanlli julio. Yehuantzitzin don Porfirio Avila, don Claudio, don Emilio, cualli tlatzotzonqueh ihuan occequih tlacah quimomahuizmachiliaya in ome ahnozo yei banda ompa tlatzotzonayah.","Me acuerdo muy bien del concurso de bandas. Esto se hacía al día siguiente de la gran fiesta, el 27 de julio. Don Porfirio Ávila y sus hermanos, don Claudio y don Emilio, conocidos músicos, y otras personas, eran los jueces que calificaban a las dos o tres bandas que allí tocaban."
"Ijcuac yejhuamej ijquin ocacquej, yejhuamej sanoyej opacquej, niman onotlajtolmacaquej para Judas quimacasquej tomin.Quemaj Judas opeu quitejtemohua quen ijqui quitemactilis Jesús.","Ellos, al oírlo, se alegraron y prometieron darle dinero.Y él buscaba cómo entregarle en un momento oportuno"
"Auh in yehuantin yn amaquemeque yn chalca ca çan oc quinechicohuaya yn cintli ytech quipohuaya yn Huitzillihuitl yhuan yn Itzcohuatzin, ca yehuatl yn quipiaya yn cuezconpixque; eyntin yn cuezconpixque: yn icce tlacatl ytoca Tozmacuex, yn icome ytoca Xoquahue, yn iquey ytoca Tlaltecatl.","Aquellos amaquemecas chalcas recogían el maíz que pertenecía a Huitzilíhuitl y a Itzcohuatzin, pues los guardianes de las trojes lo tenían a su cargo; eran tres los guardianes de las trojes: el primero se llamaba Tozmácuex; el segundo, Xocuahue; y el tercero, Tlaltécatl."
"Ijquin nicchihuas pampa nejhua onihualeu ne ilhuicac xpara nicchihuas tlen nejhua nicnequi, yej para nicchihuas on tlen quinequi on yejhuan onechajtitlan.","Porque yo he descendido del cielo, no para hacer la voluntad mía, sino la voluntad del que me envió"
"Ijcuac on trigo onoscaltij niman omiyahuatlapan, no ompa ones on xcuajli xojtli.","Cuando brotó la hierba y produjo fruto, entonces apareció también la cizaña"
Ce mamahpicton yepazohtli,1	manojito de epazote
Niman xacaj ohuel oquinanquilij nion ican se tlajtojli.Niman desde ipan on tonajli nochimej pinahuayaj para itlaj quitlajtoltisquej.,"Nadie le podía responder palabra, ni nadie se atrevió desde aquel día a preguntarle más"
"Tlahcoxonacatl, in ahmo huel huehyi",½ cebolla de tamaño regular
Niman ocsecan no quijtohua: “Quitasquej on yejhuan oquitzopinijquej.,También otra Escritura dice: Mirarán al que traspasaron
"Nika uin no mochiua, pero amo semi, mas mochiua neuín paratani.","Por acá también se da, pero no mucho, se da más por allá abajo."
Iujki kitokaytiaj tak por in makuil in imatsitsin.,Se llama así porque su hoja tiene cinco puntas.
.	Auh nican om pehua in za cuauhtlatolo in Tlatilolco. Nican cate in cuauhtlatoque in ipan om motlalique in ipetl in icpal in concauhtia tlatohuani Moquihuitzin.,.	Y entonces comienza el puro gobierno de jefes militares en Tlatilolco. Aquí están los jefes militares que tomaron el cargo y se instalaron en el solio y estrado que dejó vacante Moquihuixtzin:
.	In omoxtlauh niman ye ic ipan tlahtoua in ixquich monequiz: in tlacualli in totolquimilli in nacatlaoyo in totol tlaolli iuan cualli cacauatl teonacazyo.,".	Cuando se ha hecho la ofrenda, luego dispone acerca de todo lo que ha de necesitarse: la comida, envueltos de gallina, empanadas de carne, cocido de gallina con maíz y buen chocolate con vainilla."
Dios onechmachiltij on tlen iyanticatca quen yonemechijcuilohuilij ican quesqui tlajtojli.,"Por revelación me fue dado a conocer este misterio, como antes lo he escrito brevemente"
"On tlacamej ne Berea más cuajli tlaneltocayaj xquen on yejhuan chantiyaj ne Tesalónica.Ican cuajli inyojlo ocacquej on temachtilistli, niman mojmostla quitejtemohuayaj ipan on Yectlajcuilojli para quitasquej tla melahuac on tlen quimijliayaj.","Éstos eran más nobles que los de Tesalónica, pues recibieron la palabra ávidamente, escudriñando cada día las Escrituras para verificar si estas cosas eran así"
Ayic,nunca
Miak mochiua.,Se da mucho.
"Ynic nepallehuiloc yztac octli, heheloquiltic tletlematzin miya yn ipan yztac octli yc patihuaya; auh huel cenca micohuac, yn cecemilhuitl huel miec in motocaya.","Se curaba con pulque blanco, se tomaban como remedio las yerbas llamadas eloquíltic y tletlemáitl con pulque blanco; hubo mortandad, y cada día se enterraba a mucha gente."
Yhuan aocmo no cepa yc mixnamiquizque yn aquin oc cepa teyxnamiquiz ipan tictlallia pena chicomilhuitiz carcel yhuan V pesos tomines conixtlahuaz in icamara su magestad omochiuh nican ciudad Mexico a 20 de julio de 1571 años. Francisco de la Cruz alcalde Tomas [sic] Lucas alcalde nehuatl Francisco Moisen escribano.,"Y que no otra vez por esto hagan pleito. Quien otra vez haga pleito sobre el inponemos penas de 7 días de cárcel y 5 pesos en tomines gue pagará a la cámara de su magestad. Se hizo aquí en la ciudad de México a 20 de julio de 1571 años. Francisco de la Cruz alcalde, Tomás [sic] Lucas alcalde y yo Francisco Moisen escribano."
"Nemejhuamej cuajli onennechcaquej ijcuac onemechijlij ica nejhua xniCristo, yej se yejhuan Dios ocuajtitlan iyecapan.","Vosotros mismos me sois testigos de que dije: ""Yo no soy el Cristo"", sino que ""he sido enviado delante de él"""
"Quemaj on tajtli oquitato on ocse iconeu, niman no sa no ijqui oquijlij.Niman yejhua in iconeu oquijlij: “Quemaj nias.”Pero yejhua xoyaj.","Al acercarse al otro, le dijo lo mismo; y él respondió diciendo: ""¡Sí, señor, yo voy!""Y no fue"
"No ijqui, tej, ma ca yacaj ma quita quen xitlaj quijtosnequi.Yej cuajli ihuan xnajnahuatican ican yolsehuilistli para ma cajsi iojhui niman ma huajla notech, pampa yejhua nicchixticaj inhuan on ocsequimej tocnihuan.","Por tanto, nadie le tenga en poco; más bien, encaminadlo en paz para que venga a mí, porque le espero con los hermanos"
titotlanehuia,¡ estamos prestados unos a otros!
"'Más huelis achtoj popolihuis on cielo niman on tlalticpactli, xquen yejhua on itlanahuatil toTeco quipolos se pitelotzin yejhuan más pitentzin.","Pero más fácil es que pasen el cielo y la tierra, que se caiga una tilde de la ley"
"Yejhuan quineltoca iConetzin Dios quipia nemilistli para nochipa, pero on yejhuan xquitlacamati xquipias yejhua in nemilistli, yej quiselis on temojtij itlahuel Dios.","El que cree en el Hijo tiene vida eterna; pero el que desobedece al Hijo no verá la vida, sino que la ira de Dios permanece sobre él"
Auh yn Opahynatzin ye achtopa quichiuhque oc otlipan Miyahuatototzin.,"A Opahinatzin, Tochinteuctli y Miyahuatototzin lo habían engendrado mientras venían aún de camino."
"Quemaj Jesús opeu quinmachtia ica yejhua aquin onochiu Tlacatl quijyohuis miyec tlajtlamach.On tlajtlajmatquej, niman intlayecancahuan on tiopixquej niman on temachtijquej ican itlanahuatil Dios xquiselisquej.Yejhuamej quimictisquej, pero ipan yeyi tonajli yolihuis, niman noquetztehuas.","Luego comenzó a enseñarles que era necesario que el Hijo del Hombre padeciese mucho, que fuese desechado por los ancianos, los principales sacerdotes y los escribas, y que fuese muerto y resucitado después de tres días"
Yc unca tlatocayotique yn axca Maçatla.,"Por eso dieron al lugar el nombre de Mazatla, como hasta ahora se llama."
"Iztatl, ixquich in monequiz",Sal al gusto
"Auh yhuan ye noceppa cavallotlatlalochtique yn españolesme in tlahtoque ypan chiquacen tzillini in ye teotlac; ye noceppa yhuin mochiuh yn iuh achtopa mochiuh, ye noceppa yehuatzin achtopa mocavallotlatlalochtili yn tlahtohuani visurrey, quimonmopehualtilili yn tlahtoque ynic cavallotlatlalochtique.","De nuevo escaramuzaron con sus caballos las autoridades españolas, a las 6 de la tarde; se hizo todo como la vez anterior, y otra vez iba adelante el señor virrey, encabezando a los señores que escaramuzaban."
"'On tonajli niman on hora ijcuac tlatlalpolihuis xacaj quimati, nion yejhuamej on ilhuicactequitquej ne ilhuicac nemij, nion nejhua, yejhuan niiConeu Dios.Yej san noTajtzin quimati.","Pero acerca de aquel día o de la hora, nadie sabe; ni siquiera los ángeles en el cielo, ni aun el Hijo, sino sólo el Padre"
Ipan inin xihuitl motlahtocatlalia Benito Juárez yuhquin mexicatlahtoani.,Este año es elevado Benito Juárez a la dignidad presidencial.
Oniquilcan	niquilhuiz.,Se me olvidó decírselo.
"Ijcuac panos on se mil xipan, Satanás xoc tzacutias, yej quimacahuasquej.","Cuando se cumplan los mil años, Satanás será soltado de su prisió"
"Nicanca in octli, notabtzitzihuan, ¿ltla occe anmonequitiah?","Aquí está el vino, señores ¿Desean algo más?"
Yehua ce cualli piltontli.,El es un buen muchacho.
"Auh ynin omoteneuh tlahtolli, yn çaço catlehuatl achto quichiuh ynic yazquia yn Atonaltzin, yn cuix ye otlalmaceuhque yn cuix ye oquiquetzque yn ixquich ynquaxoch yn inehuan Quahuitzatzin, auh yn cuix noço ayemo quiquetzaya yece çan ya yehuatl ypan in yn omoteneuh XI Calli xihuitl, ynic yazquia Atonaltzin; auh yece huel yehuatl moneltilia y tlacpac omitoca, achtopa quiquetztiaco yn iquaxoch yn ihquac yazquia Quauhna- || 123v      -huac yn Atonaltzin Chichimecateuhctli, yn iquac hualmocuepato Tetotolco ca ça onmotlallico.","Existe, pues, la cuestión sobre si alguno de ellos lo hizo primero cuando Atonaltzin se disponía a partir, si éste y Cuahuitzatzin merecieron tierras y pusieron todas sus mojoneras al mismo tiempo, y si no las habían puesto antes sino sólo hasta este dicho año de 11 Calli, cuando Atonaltzin se disponía a partir; pero lo cierto es lo que más arriba se dijo, a saber, que Atonaltzin Chichimecateuctli fue el primero que puso sus mojoneras, cuando se disponía a partir hacia Cuauhnáhuac, o, mejor, cuando se regresó de Tetotolco y vino a asentarse acá."
Itlanahnamic:,Ingredientes:
"Nochi on tlen oncaj, on tlen Dios oquichijchiu, quichixtoquej niman sanoyej quinequisquiaj ma yecotetzi on tonajli ijcuac Dios quimpanextis on yejhuan iconehuan.",Pues la creación aguarda con ardiente anhelo la manifestación de los hijos de Dios
"Niman intlayecancahuan on tiopixquej niman on temachtijquej ican tlanahuatijli, inhuan on fariseos niman on tlajtlajmatquej no ijqui ica huetzcayaj, niman yejhuamej quinojlayaj:","De igual manera, aun los principales sacerdotes junto con los escribas y los ancianos se burlaban de él, y decían"
"ca quinyacana in intlamacazcahuan,","Sus sacerdotes los guiaban,"
"in ic amo oquitlazotlaque in intzontecon in imelchiquiuh, ca amo cacuíque quinencuique in oquittaque in tachcauhyotl in ueueyotl in ic ye petlati ye icpalti in ic ye contlaneui in ipetl in imicpal in puchteca.","de modo que no tuvieron por preciosa ni su cabeza, ni su pecho: no dejaron de tomar, no alcanzaron en vano y vieron logrado el señorío, la veteranidad con que rigieron y gobernaron; con eso se hicieron dueños del dominio y el gobierno de los traficantes."
Inin amatl quimotiliz yn notecuiyotzin cihuapilli doña Maria yhuan noquichtihuatzin don Pedro Dionisio ompa ciudad Mexico.,"Este documento lo verá mi teuhctli, la ciuapilli doña María y mi hermano don Pedro Dionisio allá en la ciudad de México. Traducción hecha en 1664 por Gregorio Mancio."
"Ijcuac onajsic ne ipan on hueyican itoca Troas para nitemachtis on temachtijli ica quen ijqui Cristo hueli temaquixtia, oniquitac ica oncaj miyec tequitl yejhuan huelisquia nicchihuasquia para toTeco.","Cuando llegué a Troas para predicar el evangelio de Cristo, aunque se me había abierto puerta en el Señor"
Ocsequi xinachtli oxinito intzajlan on huitzcojtin.On huitzcojtin saniman onoscaltijquej niman oquixomictiquej imilyo on trigo.,Y otra parte cayó entre los espinos.Los espinos crecieron y la ahogaron
Nica motecpana in yquac in tlequauitl uetz; no yquac molpili yn ixiuh mexica.,Aquí se representa cuando cayó el tizón de fuego; también entonces se ataron los años de los mexicas.
"Ijuak kitokaj kimanelouaj ika kuoujnex, se kitsetseloua kualtsin potoxtsin uan se kimaneloua ya.","Para sembrarlo lo revuelven con ceniza cernida, queda muy finita."
"Se kitoka iteyo, achto se kiapachoua uan kemaj se kitoka.","Se siembra la semilla, primero se remoja y luego se siembra;"
Kitokaj. Kimeuaj uan kitaluiaj.,"La siembran, la limpian y la aterran."
"¿Aquinon, tej, huelis quintlajtlacolmacas?Xacaj hueli pampa Cristo yejhuan omic niman ocsejpa oyoliu nemi ne iyecmacopa Dios campa topampa tlajtojticaj.","¿Quién es el que condenará?Cristo es el que murió; más aun, es el que también resucitó; quien, además, está a la diestra de Dios, y quien también intercede por nosotros"
"XIII Acatl xihuitl, 1427.","13 Acatl, 1427."
Pero on yejtic tlacuajli para on yejhuan yonoscaltiquej yejhuan yoquimachtijquej intlamachilis ica on tlayejyecojli para quixmatij on tlen cuajli niman on tlen xcuajli.,"Pero el alimento sólido es para los maduros, para los que por la práctica tienen los sentidos entrenados para discernir entre el bien y el mal"
"In miak taman onkak yon uitsti. Seki kiluiaj xinolajuits, seki kiluiaj noktauits, tein uejueyi kiluiaj machojuits, seki yon teltsikitsitsin kiluiaj legítimo uitsti. Nochi mochiua xojxoxoktik, istak mochiuayejua in kiluiaj xinolajuits. Ijuak ualeua ne talijtik keponi uan kemaj ueyi mochiua, kemej eskia se candela mochiujtiuj uan kemaj mopiloua ya itech in teisá uan kemaj kampa tejko ya, peua mouilana ya uan nochi sentakui ya uan motaliIijtiuj ya in uitskonemej. Imaxiujyo yejyeualtik uan maxajxaxakachtik, achi maejeskinajyej. In noyan mochiua uan tauelita mas kampa taseseya. In se kitoka uan no mochipaujtani, kineki maj se kinejmachpiya.","Hay muchas clases de espinosos: una se llama xinolajuits, otra noktauits, da frutos muy grandes, le llaman también machojuits. Otra clase es la de frutos chicos, esta dicen que es el espinoso legítimo. Los frutos son de color verde, solo el xinolajuits da frutos blancos. Viene de dentro de la tierra y brota, luego va creciendo y haciéndose como una candela, luego se amarra sobre algo y trepa, después se tiende para dar frutos. Sus hojas son circulares y rasposas, como con esquinas. Se da en todas partes. Le gustan los lugares fríos. Se siembra y hay que limpiarlo, necesita cuidados."
Kualtia:,Usos:
"Ijcuacon on tequihuajquej quinmojmotisnequiya ica quincastigarosquej, niman quemaj oquinmacajquej.Xoquinextijquej quen ijqui huelis quincastigarosquej pampa nochi tlacatl quiyectenehuaya Dios ipampa on tlen onochiu.","Y después de amenazarles más, ellos les soltaron, pues por causa del pueblo no hallaban ningún modo de castigarles; porque todos glorificaban a Dios por lo que había acontecido"
"Tla nicnamacazquia in callí, ayocmo tlen nohuaxca nicpiazquia.",Si vendiese la casa ya no tendría ninguna propiedad.
"Komo se kineki, se kikuiti in ikilo. Ta seki kikuaj in ikilo. Ijuak mani ya amo tsojyak ok.","Si uno quiere, va a traer el quelite, porque algunos lo comen. Al hervirlo ya no huele feo."
In kuouit.,Es árbol (kuouit).
Yhuan yquac qualloc tonatiuh.,También entonces hubo un eclipse de sol.
Oncan tlami || 135r yn yn itlahtoltzin yn tlacatl don Domingo Hernández Ayopochtzin.,Aquí termina la relación del señor don Domingo Hernández Ayopochtzin.
"Yhuan yn nohuian ypan xolal cacalac yn atl; auh yn campa huecapanixtoc tlalpantli, ça yyoca mocacauh y nohuian.",En todas las casas bajas entró el agua; y sólo quedaron a salvo los suelos más elevados.
"III Calli xihuitl, 1261.","3 Calli, 1261."
"Quemaj oniquijtoj: “Nican nihuajlau, noTajtzin, para nicchihuas tlinon tejhua ticnequi sa no ijqui quen noca tlajcuilolnesticaj ipan on tlajcuilolamatl.”","entonces dije: ""¡Heme aquí para hacer, oh Dios, tu voluntad!"" como en el rollo del libro está escrito de mí"
"niman quijtohuayaj: ―Tlacamej, ¿tlica nenquichihuaj yejhua in?Tejhuamej san titlacamej no quen nemejhuamej.Niman temechijliaj on cuajli tlajtojli yejhuan quitemaca temaquixtilistli para in tlajtlamach yejhuan xitlaj ica mechpalehuiyaj xcajcahuacan.Yej xmopatlacan itech Dios on yejhuan melahuac yolticaj, on aquin oquichijchiu cielo, niman in tlalticpactli, niman on mar niman nochi tlen impan oncaj.","y diciendo: --Hombres, ¿por qué hacéis estas cosas?Nosotros también somos hombres de la misma naturaleza que vosotros, y os anunciamos las buenas nuevas para que os convirtáis de estas vanidades al Dios vivo que hizo el cielo, la tierra, el mar y todo lo que hay en ellos"
Se kikua itakka.,Se come su fruto.
Niman quemaj oyejcoquej nahuimej tlacamej yejhuan cualajantiayaj se tlacatl yejhuan sepojtoc.,Entonces vinieron a él trayendo a un paralítico cargado por cuatro
"Pero on tlacatl xquimatiya aquinon oquipajtij, pampa Jesús onejcuanij itech on miyec tlacatl yejhuan ompa nemiya.","Pero el que había sido sanado no sabía quién había sido, porque Jesús se había apartado, pues había mucha gente en el lugar"
"Quemaj on tequichihuilijquetl ohuajnocuepato niman nochi yejhua on tlen ica oquinanquilijquej, oquitlajtlajtohuilij on iteco.Ijcuacon on iteco ocualan niman oquijlij on itequichihuilijcau: “Amantzin xhuiya ipan icalles niman iojhui in hueyican, niman nican xquinhuajhuica on yejhuan mayanquej, niman on yejhuan macocoxquej, niman icxitlajcotzitzintin, niman on ciegos niman on coxomej.”","Cuando volvió el siervo, hizo saber estas cosas a su señor.Entonces se enojó el dueño de casa y dijo a su siervo: ""Ve pronto a las plazas y a las calles de la ciudad y trae acá a los pobres, a los mancos, a los ciegos y a los cojos."
"Ika in tekit motojtoka in itanemililis tein ne keman ya kualkui in Taller de Tradición Oral, in Taller kineki maj mokepa in maseualtamachilis inimako in maseualmej. In Taller kiixnextia in maseualtamachilis ika in amaixmej ixkanaujkej tein kuali nochi kiixmatiskej, amo miak in ijkuiliujtiuits pero kiualkui toni nochi momatilani. Nochi kemej in techiluijkej in tajtol, iujki nochi in tikijkuilojkej uan ijuak tikepkej koyokopa tikijkuilojkej kemej nikauín titajtouaj koyokopa, ika in tajtolmej tein kachi tikuij.","Siguiendo una orientación profundamente anclada desde sus inicios en el Taller de Tradición Oral, se quiere restituir a las comunidades, en forma de fascículos y libros bilingües de fácil acceso, los saberes indígenas. El texto mismo corresponde a las entrevistas que se realizaron en maseual y la traducción respetó a lo más el vocabulario y las expresiones del español de la Sierra."
"Auh çan ic onquiz yn pasqua Rresureción, çan ye ypan ye ytlamian yn metztli abril nicuell omentin Sant Francisco padreme mohuicaque in Yancuic Mexico, quinmohuiquillique 20 suldadosme, yquac mochi ya yn ixquich ompa monequiz: yn cartillas quimomachtizque ompa tlaca, yhuan ya cornedas chirimías çacapoch yhuan ce órgano yhuan campanas, yhuan yztac amatl clavos yhuan occequitlamantli yn ompa monequiz; moch ya yhuan quezquintin quinhuicaque officialesme yn tolteca yn quinmachtizque ompa tlaca yn ica yzquitlamantli tequitl.","Pasada la pascua de Resurrección, a finales del mes de abril, partieron para Nuevo México otros dos padres de San Francisco, acompañados por 20 soldados y llevando consigo todo lo que allá se requiere, como son: cartillas para que aprenda la gente de allá, cornetas, chirimías, sacabuches, un órgano, campanas, papel blanco, clavos y otras cosas necesarias; llevaron también consigo a algunos oficiales artesanos para que enseñaran a la gente de allá los diversos oficios."
Niman on tocnihuan no ma quipiacan impan inyojlo para quichihuasquej on tlen cuajli niman ijcon huelis quimpalehuisquej ocsequimej ica on yejhuan quimpolohua itlaj.Ijcon innemilis itlaj ica ma tlapalehuican.,"Y aprendan los nuestros a dedicarse a las buenas obras para los casos de necesidad, con el fin de que no sean sin fruto"
"Auh yhuan ye chicuepohualxihuitl ypan chiuhcnauhxihuitl yn ipan XIII Tecpatl xihuitl, 1440 años, in omomiquilli tlacatl Ytzcohuatzin tlahtohuani catca Tenochtitlan, yn tlahtocat matlactlonnahui xihuitl; auh çan niman iquac yn ipan omoteneuh xihuitl yn motlahtocatlalli yn tlacatl Huehue Moteuhcçoma Ylhuicamina Chalchiuhtlatonac tlahtohuani Te- || 88 -nochtitlan.","Han pasado 169 años desde que, en el año 13 Técpatl, 1440, murió el señor Itzcohuatzin, tlatohuani de Tenochtitlan, que gobernó durante 14 años; y luego, en ese mismo año, se enseñoreó el señor Huehue Moteuczoma Ilhuicamina Chalchiuhtlatónac como tlatohuani de Tenochtitlan."
"XI Tochtli xihuitl, 1334.","11 Tochtli, 1334."
"Niman cas huelis quesqui tonaltin nemotech ninocahuas, noso cas nemotech nicpanos nochi invierno chica sehua.Quemaj huelisquej nennechpalehuisquej ican on tlen nonequi para nejhua nicajsis nojhui.","Puede ser que me quede con vosotros o que hasta pase allí el invierno, para que luego vosotros me encaminéis a donde deba ir"
¿Ticpia moapalehuil? Xictlapo.,¿Tienes tu paraguas? Abrelo.
TSOJPIKILIT oso TSOJPILOMEKAT,TSOJPIKILIT o TSOJPILOMEKAT
"On tequihuajquej nohuijsoquisquej inhuan ocsequimej tequihuajquej niman on países nomictisquej inhuan ocsequimej países.Onyas apistli, niman onyas miyec cualolistli, niman tlalolinis miyecan.",Porque se levantará nación contra nación y reino contra reino.Habrá hambre y terremotos por todas partes
"Auh y ye yhcuac yn innahuatilpan ynic quinnahuati yn quimoteotiaya yn chichimeca, auh niman huel yehuatl ynohma y ye ontlamini yn tlahtohuani yn Atonaltzin Chichimecateuhctli yn ilhuicacpa, auh çan nenquiçato yn imiuh; auh ynic hualmocuep ye tlamintacico yn tlalpan yn quimintacico tlatlauhqui ocellotl.","Al ver esto, los chichimecas totolimpanecas dijeron: ""Quizá nuestro dios comerá y beberá sobre este cerro del ocelote rojo que acabamos de cazar""."
"Quemaj on iapostolhuan Jesús onosentlalijquej ihuan, niman oquitlajtlajtohuilijquej nochi tlinon oquichijquej, niman tlinon otemachtijquej.","Los apóstoles se reunieron con Jesús, y le contaron todo lo que habían hecho y lo que habían enseñado"
"Quemaj itech ohuajlaj se tlacatl itoca Jairo, yejhuan tlayecanquetl catca ipan on tiopan.Yejhua in tlacatl onotlacuenquetz icxitlan Jesús niman oquicnotlajtlanilij para ma huiya ichan,","Y he aquí vino un hombre llamado Jairo, que era principal de la sinagoga.Se postró a los pies de Jesús y le imploró que fuese a su casa"
"Intla ca nipa, yeccan ten, Tlaxcalla, noxoxochipoyoncuica.","Ojalá que allá, en buen tiempo, en Tlaxcala, estén mis floridos cantos aletargantes."
"Pero ijcuac on tlacatl ijcon ocac, oyaj onajmantiaj, pampa sanoyej rico catca.","Pero cuando el joven oyó la palabra, se fue triste, porque tenía muchas posesiones"
Ca ye yzqui xihuitl oquichiuh ynic axcan ypan in yn itlamian yxiuhtzin totecuiyo Dios de 1608 años.,"Esos años se cumplen ahora, en este final del año de Dios nuestro señor de 1608."
"Niman ijcuac sanoyej yonotencuicuiquej, ohuajnotelquetz Pedro niman oquijtoj: ―Nocnihuan, nemejhuamej nenquimatztoquej ica ye huejcahui Dios onechtlapejpenij nemotzajlan para on yejhuan xhebreos niquimijlis on cuajli tlajtojli yejhuan quitemaca temaquixtilistli para yejhuamej no ma tlaneltocacan.","Como se produjo una grande contienda, se levantó Pedro y les dijo: --Hermanos, vosotros sabéis como, desde los primeros días, Dios escogió entre vosotros que los gentiles oyesen por mi boca la palabra del evangelio y creyesen"
"Niman ijcuac oniaj ne Jerusalén, on tiopixquej tlayecanquej niman on tlajtlajmatquej ne intech on hebreos ohualajquej notech ipampa on tlacatl.Yejhuamej quiteixpanhuiyayaj niman nechtlajtlaniliayaj ma nictlajtlacolmaca.","con respecto a quien se me presentaron los principales sacerdotes y los ancianos de los judíos cuando subí a Jerusalén, pidiendo sentencia contra él"
Niman sequimej quijtohuayaj: ―Yejhua in yejhua Cristo yejhuan Dios oquitlalij para tlanahuatiquetl yes.Pero ocsequimej oquijtojquej: ―Yejhua in xejhua Cristo pampa Cristo xhualehuas Galilea.,"Otros decían: ""Éste es el Cristo.""Pero otros decían: ""¿De Galilea habrá de venir el Cristo"
"Quemaj on ilhuicactequitquetl yejhuan oniquitac cholojticatca ne ipan mar niman ipan tlalticpactli, ocajcocu iyecma para ne ilhuicac,",Y el ángel que vi de pie sobre el mar y sobre la tierra levantó su mano derecha al ciel
"Ye huajlau on tonajli para Dios quinyolcuitis niman quintlaxtlahuilis yejhuan tiiconehuan.Tla yejhua toca pehuas ica techcastigaros tejhuamej yejhuan tiiconehuan, ¿quen ijqui quisasquej on yejhuan xquitlacamatij on temachtijli yejhuan quitemaca temaquixtilistli?","Porque es tiempo de que el juicio comience por la casa de Dios.Y si primero comienza por nosotros, ¿cómo será el fin de aquellos que no obedecen al evangelio de Dios"
In aca conmottilia atlan miquiz. In aca conmottilia yehuatl in iuian yocoxcan monemitiz ipan miquiz.,Otro ve que ha de morir en agua. Otro ve que él ha de pasar su vida en quietud y calma y en esa forma morirá.
